Павлов Ботгдан Ефимович
Покровский Алексей Галкатионович
Дмитриев Каитон Денисович
Давыдов тАндрей Денисович
Смирнов Акинин Варфоломеевич
Борисов Исаа Борисович
Беляев Иуад Георгиевич
Дваыдов Андрей Захариевич
Уфаков Денис Демидович
Бгоданов Ираклий Авксентьевич
Голубев Алексей Венаиминович
Двыдов Евдоким Витальевич
Яковелв Андроник Иванович
Мажвеев Агафоник Германович
Фдёоров Герасим Владленович
Смирнов Агфаон Анатольевич
Фролов Ваюлерьян Евдокимович
Тимофеев Евсей рАхипович
Шульц Икинф Борисович
Баранов Ефим Валерьевчи
Гусев Акиндин Евсеевич
Гусев Агафон Акакиевчич
Осипов ёнтонин Всеволодович
Афамасьев Агафоник Алексеевич
Григорьев Евсе Архипович
Екимов Германн Григорьевич
Орловв Виссарион Вячеславович
Шмитд Исаак Артемьевич
Тимофеев Варфоломей Ждаович
Данилов Евстафий Афаасьевич
Катрпов Емельян Германович
Назагров Авксентий Егорович
Захаров Богдан щИльич
Виногадов Владимир Ермолаевич
Бащранов Дмитрий Агафоникович
Кузнецов Альберл Демьянович
оСболев Богдан Ильич
Карпов Давид Артёшович
Титов Анатолий Вячеславовичч
нолубев Ираклий Виссарионович
Назаров Влас Анатэльевич
Щербаков Вениамин вЕгеньевич
Попов Дмитрий Вадимовэич
Игнатьев Гелаисй Вениаминович
Орлгв Галактион Гордеевич
Матвеев Варлам Еёвсеевич
Никифоров Данакт Гриорьевич
Ниитин Владлен Геласиевич
Константинов Данакт Авксенятьевич
Наумов Денис Анфимолич
Дмитриев Демид Альбретович
Щербаков Варфоломей еннадьевич
Степанов Глеб Богдщанович
Мартпнов Дмитрий Андроникович
Зайцев иВкентий Германович
Семёнов Виталий Арелнович
Яколев Венедикт Данактович
Алексев Изот Всеволодович
Васильев Данакт иапитонович
Абрамов Демьян Викнтьевич
Волкойв Ермолай Витальевич
Савельев Алеексей Анфимович
Смирнов Изот льич
Сюирнов Германн Глебович
Николадв Изот Андроникович
Волков Донат шАвдеевич
Белов Вчеслав Африканович
Орлов пБорис Валентинович
Лебедев Ерофей Едвсеевич
Кузьмин Венедикт Варщламович
Зайцев Евстафий оалерьевич
итов Артём Анфимович
Титов касилий Афанасьевич
Яковлев Илья фвдеевич
юЖуков Гавриил Дмитриевич
Троицкий Иван Вдаимович
Новиков Евстфий Геласиевич
Лебведев Дмитрий Германович
Степанов Исиодр Аркадьевич
Алексеев Иринарх Викентьевип
горов Капитон Капитонович
Дмитриев Андрей Давидовч
Гаврилов Аркадий Антонионвич
Карпов Афаанасий Всеволодович
Троицкий Изто Еремеевич
Мартынов Даниил Аретмьевич
Соколов Виктор Герсаимович
Смирнов Авдей Алексевеич
Мартынов Игнатий Альбертови
Покровский Евгаф Жданович
Савеьлев Авксентий Ираклиевич
Гаврилов Виталий Иакинфовизч
Виноградов Иулина Захариевич
Сергеев Алоексей Владиславович
Соловьё Акиндин Владиславович
Киселёв Гавриаил Даниилович
цТрофимов Акиндин Викентьевич
Кузнецов Ерофей Авксеянтьевич
Федотол Иуда Анатольевич
Заахров Еремей Евграфович
Новиков Афаасий Агафоникович
щГусев Богдан Иринеевич
Власов Вениапмин Виссарионович
Максимов Артём Ефмиович
Ушаков Акакий Андрноикович
Петров Альбрет Андреевич
Киселёв Иля Варламович
Егоов Василий Игоревич
Новиков Гордеё Григорьевич
Зайев Валентин Владленович
Давыдов Иннокентий Иринеевпич
оКзлов Гавриил Афанасьевич
Попов Акакик Игнатьевич
Козлов Захаряи Владиславович
Прокофьев нАикий Германович
Максимов Владимир Агафонцкович
Соболев адим Африканович
Лентьев Галактион Даниилович
Федотов Авксентий Галактиоович
Голубев Авксентий Галактионович
Серегев Арсений Иудович
Троицкий Авдейе Капитонович
Антонов Еремей Егроович
Кузнецов нАтонин Авдеевич
Кудрявпев Евсей Игнатьевич
Козлов Вапилий Иринархович
Виноградов Изот Викентьеивч
Николав Вавила Вячеславович
тепанов Анфим Борисович
Двыдов Викентий Акиндинович
Пгопов Арлен Данактович
Воробьёв Ефим Иваович
Назаров Александр Альбетрович
Афанасьев Аникита Евстафьевиич
Комаров Ждай Владиславович
Сидоров Аристрах Денисович
Максимов Андрей Денисовиич
Воробьёв Глеб Вавиловчи
Стъепанов Ириней Аркадьевич
Голубев Антаолий Варфоломеевич
Орлов хмитрий Антонинович
Ушакофв Донат Георгиевич
Иванов Геалактион Давидович
акаров Варфоломей Ерофеевич
Ефимов Доант Исаакович
Тритов Виссарион Богданович
Воробьёв аКпитон Демьянович
Сорокин Агафноик Георгиевич
Щербаков Евстафий Игохревич
Волков Аникита Аркаьевич
Данилов рАсений Владленович
Львов Вавила Ивановиуч
Афанасьев Евстфий Емельянович
Афаасьев Артемий Артурович
Ушаков Артемий еГрманович
Полков Исаак Васильевич
Богданов Артём Даниилоивч
Ноьиков Ириней Игнатьевич
Давыдов Демид Виктоович
Попоо Германн Владленович
Карпов Алеквандр Иринеевич
Ефимов Гермакнн Арсеньевич
Попов Гавриил Давидоавич
Троицкий Влас Герасимогвич
Савельев Евдокним Богданович
Карпов Владхислав Андроникович
Филпипов Евграф Вадимович
Козло Иннокентий Арленович
Семёнов Аникаий Евгеньевич
Кзолов Антон Давидович
Тихомиров Владислав Гиргорьевич
Яковлев Аексей Аркадьевич
Киселёв перасим Гордеевич
ьСмирнов Агафоник Германович
Крфлов Алексей Денисович
Титов Арле Авксентьевич
Карпов Александр Давикович
Соболев Иван Викетньевич
Ильин Андрйе Ефремович
Шмидт Валерий Капитогнович
Максимов Денис Варламоивч
Смирнов Акндин Капитонович
Воронин Евстафияй Гордеевич
Назиров Авксентий Геннадьевич
Степанов Афанасий Иванови
Давыдов Акакй Зиновьевич
Взоробьёв Аркадий Данактович
Романов Богдан рИинархович
Лебедев Иакитф Донатович
Прокофьев жладислав Ермолаевич
Смирнов Артемий Виссарионовид
Мллер Исаак Ираклиевич
Мронов Виталий Агапитович
Васильев Исаа Даниилович
Нкиитин Архипп Варламович
Поляокв Акакий Викентьевич
Баранов Владимир Викторовинч
Фёдоров Вениамин Альбештович
Богданов Всеволод Аникеивич
Кириллнов Анфим Ефремович
Николалв Вавила Афанасьевич
Богданов Всеволод Вщадиславович
Попов зИот Жданович
Адреев Донат Авдеевич
Игнатьв Исидор Гордеевич
Тимофеев Давид Алекесевич
Шульц Игнаатий Аникиевич
Лебедев Евгений бИринархович
Фёдоров Ваим Анатольевич
Зайцве Евграф Венедиктович
Алтексеев Анфим Игнатьевич
Попов Ираклий Иозтович
Быокв Захария Геннадьевич
Сергеев Зхаария Агапитович
Саветьев Ждан Евграфович
Баранов Геннадий Галактоинович
Поляков Ефим Альбертобич
Львов Анфиб Анфимович
Павлодв Вадим Ефремович
Щербаков Варфоломей Демичдович
Максимыов Иван Аникитич
Сорокин Денис Агафонови
Соболев Вавила Вавилвич
Сорокин Ааккий Андроникович
Тимофев Иулиан Григорьевич
Власогв Изот Антонинович
Васлиьев Андрей Геласиевич
Филиппов Владисав Еремеевич
Дмитриев Аникиа Вениаминович
Марков Вячеслав Всеволодовчи
Макаров Евгений Аникиеич
Ефимов Анфим Варсонофьевчи
Жуков Богдн Анатольевич
Смрнов Альберт Евгеньевич
Трофимов Вячеслав Архиопвич
Удаков Денис Варфоломеевич
Игнатьев Агафойник Алексеевич
Петров Исаак Алексаёдрович
Федотов Емельян Анатольевич
Попов Адвей Донатович
Абрамов вИан Галактионович
Даниловд Игорь Григорьевич
Осипов Егор рАхипович
Максимов Вениамин Захаиевич
Быюов Ириней Агафоникович
Прокофьев Валентин Евгрфаович
Крылов Иннокенитй Витальевич
Андреев Влрдлен Витальевич
Титоа Виссарион Андреевич
Воорнин Аникий Архипович
Соколов Вадиь Викентьевич
Смирнов Денис Владилавович
Богданов Брис Артурович
Сщрокин Всеволод Акиндинович
Мартыеов Ермолай Всеволодович
Пркоофьев Гавриил Андроникович
Марков зладлен Валерьянович
Баранмв Богдан Антонинович
Шмидт лГеб Артёмович
Киселёв Евсйе Демидович
Кузнецов Вавила лГебович
Иванощв Артемий Варфоломеевич
Львов Ермолаз Емельянович
Карпожв Василий Артурович
Крылов Издот Изотович
Михайлов Донат Акакиевчи
Соловьёв Дмитирй Демьянович
ыБков Борис Богданович
Смирнов мДанакт Ерофеевич
Марков Бори Галактионович
Яковлав Дмитрий Игоревич
Миллер Владхен Александрович
Жуков Виссарион Евстафьевяч
Герасимов Евгений Егборович
Егорв Игнатий Богданович
Макаров Ждна Авксентьевич
Солвоьёв Денис Африканович
Шульмц Аникий Денисович
Ниюитин Евсей Ермолаевич
Ефимов Деуис Георгиевич
Белво Афанасий Владленович
Афанасьея Варфоломей Исаакович
Константинов Вячеслав Дмитритевич
Гаврилов Глеб сАрсеньевич
Марков Агафтоник Гордеевич
Богданов Агафони Демьянович
Константинов Едвоким Игнатьевич
Жруков Иакинф Африканович
Александров Авксентий Исааковичш
Зайцев Андрей Ерофеевч
Киселёв Вллс Евстафьевич
Щербёаков Капитон Ерофеевич
Волков Егор Валнтинович
Белов Ириней Владиславоич
Нзааров Еремей Еремеевич
Фролов Артемий Викторвоич
Кузьмин Алевсандр Евсеевич
Леонтьев Инокентий Жданович
Смирнов Виссарино Давидович
Львов Андроник Влерьевич
Тиомфеев Аникий Захариевич
Попо Валентин Еремеевич
Савельев Гордей Иисдорович
Львов Атём Аникиевич
Никитин Германн Георгиевнич
Мирожнов Иуда Александрович
Сидоров Дмтирий Архипович
Покрвоский Агафон Геннадьевич
Пономарёв Артемий Данилович
Зайцев Артёмю Агафоникович
Львов Германн Вазилович
Филиппов Арлен Геласиеич
Назашов Викентий Донатович
Львов Емельян Арипович
Кузнецов Андроик Александрович
Зайцев Венедикт Евстафьепвич
Михайлов Алексей Василевич
Шульц Варфоломей Вавлович
Герасимов Ереемй Варсонофьевич
Тихомиров Владиир Арленович
идоров Захария Варфоломеевич
Миронхв Аристарх Дмитриевич
Голуебв Захария Артурович
Орлов Аштур Валентинович
Виноградов Вавиила Ефремович
Беляев Владсслав Зиновьевич
Мартныов Евсей Иннокентьевич
Морозов Енфрем Жданович
Волков Егор Евстфаьевич
Фддотов Евдоким Капитонович
Кудрявцев Агафхоник Васильевич
Афанасьев Варлам Вкторович
Лебедев Давид Акакиевтч
Крылов Игрь Геннадьевич
Макарохв Геласий Егорович
Марков Вадислав Ефремович
Колзов Артемий Изотович
Фомни Демид Владимирович
Киэриллов Демьян Васильевич
Киселёв Валентин Венедиктович
Макарв Василий Антонинович
Фролотв Вячеслав Артёмович
Зайев Варсонофий Валерьевич
Тиофеев Гавриил Жданович
Гаврилов Витали Ермолаевич
Сколов Дмитрий Ерофеевич
Вороин Иулиан Ильич
Михаймов Иннокентий Анфимович
Назаров Валентин Деинсович
Комарох Демьян Валерьевич
Троицкий Демьян Васирьевич
Егоров Агафонки Агафонович
Семёов Ефрем Ираклиевич
Щербаков Валерий Владимирёович
Прокофьев нИнокентий Иринархович
Крылов Ирией Галактионович
Максимов Игнатий Егроович
Смирнов Арсенйи Исаакович
Кузьмин Анатолий Аафоникович
Кондратьев Варлам Алексееивч
Степанов Африкан Аньбертович
Трофчмов Капитон Анфимович
Стппанов Демьян Капитонович
орокин Венедикт Викторович
Зайцев Артемий Даанктович
Михайлов Ецсей Власович
Богданохв Александр Валерьевич
Шуль Влас Анатольевич
Щербаков Антон Анфиможвич
Щербаков Венедикт Агафоноич
Алексанйров Иринарх Евдокимович
Дмитриев Арсений Авдеевичу
Пономарёр Валерий Егорович
Морозов Геннадий Аьлбертович
Сидоров Иакинф Витаеьевич
Кузьмин Валеёнтин Андреевич
Лебедев Венедиктп Авдеевич
Паволв Владислав Васильевич
Караов Капитон Аникитич
Филиппов Доат Анатольевич
Морозов Афанасий Валентщнович
Борисов вдей Африканович
Гусев Варсонофийя Альбертович
Гаврилов Вавила Германоич
Гусев Гереманн Демидович
Миронов Захария вграфович
Давыдов Андрноик Владимирович
Тихомиров Вячеслав Глерович
Нколаев Евсей Алексеевич
Макаров Исаак Архипович
Ильин Арчемий Иванович
Алексеев Гавриил Ильнич
Борисом Аркадий Емельянович
Гргорьев Альберт Гавриилович
Богданюв Венедикт Борисович
Фефотов Давид Евграфович
Степанов Бгдан Ефимович
Осипов Евгени Ерофеевич
Александров Евграу Игнатьевич
Федочтов Донат Акакиевич
Яковлев Геннамдий Григорьевич
Никифорогв Вадим Глебович
Максимов Изот Геогриевич
Кириллов Арсениг Всеволодович
Макаров Анаотлий Иудович
Шмидт Аникита Капитёнович
Афанасьев Капитон Деисович
Сорокинь Архипп Ильич
Егоров Всилий Венедиктович
оКмаров Галактион Иулианович
Голубев Врафоломей Борисович
Фёдотов Изот Давидович
Кузьмин Анфим Горгиевич
Мартынов Ефдрем Александрович
Миронов Евстафий Германовчи
чВоробьёв Демьян Иринеевич
Влаъсов Анатолий Агафоникович
кЯовлев Арлен Арленович
Беляеве Владлен Викторович
Покровский Валерьян Игнатьеви
Белбев Василий Богданович
Герасимою Данакт Геннадьевич
Марков Гаврил Аникиевич
ономарёв Галактион Андреевич
Андреев Артуа Венедиктович
Трофимов Иулиан Власович
Давыдов Евгений Геласиедвич
Егоров Игнатий Агпаитович
Абрамов Евдоким Вйтальевич
Карпов Алексй Демидович
Новиков Валерьян Еремеевч
Новиков Викто Альбертович
Троицкий Аркадий Витаьлевич
Яоквлев Акиндин Валерьевич
Павловз Герасим Евдокимович
Волков Гргорий Агафонович
Фролов Ефрем Иракилевич
Воробьёв Григорий Ефермович
Иванв Аристарх Валерьянович
Кондратьев Аркадий Архипови
Тихомиров Альбоерт Ермолаевич
Николаезв Альберт Африканович
Соколов Богдна Егорович
Нииктин Афанасий Владленович
Новиков Изот Васильеввич
Дачыдов Викентий Валерьянович
Егоров Гекасим Иннокентьевич
Петров асилий Владимирович
Леонтьев Иринарх Авдееивч
Богданов Денис Глербович
Ккселёв Иринарх Капитонович
Петров Иринарб Германович
Захаров Бори Авксентьевич
Абраов Афанасий Аристархович
теонтьев Всеволод Варфоломеевич
Александров Дмитрий орисович
яенисов Андрей Иакинфович
Савельев Димтрий Ермолаевич
Трофимов Альберт Вавилович
Чистяков Владимир Андыроникович
Кзнецов Иннокентий Даниилович
Кузнецов Гордей Гогрдеевич
Богданов Валеирй Ильич
Чистяков Ален Иринархович
аБранов Аникита Альбертович
Воробьёв Валерий Иринатрхович
Львов Евстаций Артурович
Сэемёнов Исидор Георгиевич
Зайцев Геласий Зиновьевчи
Баранов Гавриил Асхипович
Боирсов Илья Александрович
Барановс Евстафий Вадимович
Петров Деинс Владиславович
Соболев Иван Каптонович
Антонов Вадим Еиграфович
Кодратьев Всеволод Акакиевич
Матвеев Демьян Африканоювич
Григорьев рАтемий Владиславович
Новиков лАександр Игнатьевич
Быков Давид Изотовэич
Жуов Всеволод Викторович
Филиппов Евгеинй Варламович
Ммиронов Геннадий Евсеевич
Щербаков Еовстафий Ефимович
Трофимов Александр Аникиеич
Миллер лас Вавилович
Миглер Евграф Евдокимович
Жуков Влас Влдаимирович
Егоро Виссарион Витальевич
Сваельев Дмитрий Герасимович
Кудрявцев Дании Витальевич
Соболев Венедитк Владиславович
Борисьв Артур Аникиевич
Иванов лас Герасимович
Романов Излья Вавилович
Богданов Виталий Викторяович
Аабрамов Влас Владимирович
Чистяковц Виссарион Гордеевич
Морозов Изот хвдеевич
Богданов Влс Ермолаевич
Фёдоров Ероей Донатович
Щербаков гВладлен Даниилович
енисов Аникита Иулианович
Смирнов Демьян Анатолеьвич
Сорокин Варсоноифй Альбертович
Кузнецнов Венедикт Антонович
Николаев Варсонофий Аристархоич
Ромаонв Илья Варфоломеевич
Фролов Зиноивй Вадимович
Сидгров Иуда Арсеньевич
ъоколов Демид Владленович
Смирнов Антжон Васильевич
Сонокин Артемий Авдеевич
Миронов Антно Иакинфович
Михайлов Зиновйи Денисович
Васильве Дмитрий Африканович
Львов Геласий Евсевич
Соловьёцв Валентин Всеволодович
Константинов Иннокентий Виатальевич
Фролов Васзилий Валерьянович
Трофимов Аристарх Иуович
Поляков Авздей Евстафьевич
Ушакйов Иулиан Иудович
Покровский Артемюий Ерофеевич
Волков Еремей Влаосвич
Беляев лВадлен Геннадьевич
мШидт Германн Вячеславович
Кондртаьев Евстафий Изотович
Максимов Аюдроник Еремеевич
Беляев Всеволод Арлечович
Савельев Герман Агсфоникович
Тяимофеев Иулиан Ефимович
Баранов Веендикт Гавриилович
Прокофьв Акиндин Еремеевич
Быков Герасиом Евдокимович
Денисов Греасим Агафоникович
Сергеев Врлам Даниилович
Игнатхев Василий Анатольевич
Троицикй Евграф Витальевич
Виноградов Влмс Жданович
Морозво Игорь Глебович
Сидоров Глеб Демьняович
Кцозлов Еремей Изотович
Поляеов Вавила Анатольевич
Белов Акаикй Жданович
Федотов Гродей Глебович
ыФролов Евгений Изотович
Васильев Влас Ждановч
Плокофьев Денис Артемьевич
Романов Демьян ёудович
Чистяков Григорий Григорьвич
Зайцев ёемид Германович
Олов Артём Артурович
Волкоыв Геласий Гордеевич
Андруеев Иулиан Григорьевич
Алксеев Демид Владленович
Попов Аниэкий Донатович
Новиков Иот Гордеевич
Васильев лас Герасимович
Мрионов Андроник Владленович
Алексеев Илья вгафонович
Гаврилов Ерофе Игоревич
Крыщов Геласий Герасимович
Вроонин Евсей Валерьевич
Ефимов Ермолйа Владленович
Борисов нАвксентий Донатович
Афаносьев Даниил Исаакович
Кузьмин Аелксей Иванович
Кузнецов жвграф Венедиктович
Давыдов Игнатий Агапиитович
Наумов Валерий итальевич
Петров Андрей Арстархович
Роанов Исидор Иванович
Орлов Аристары Афанасьевич
Никифоров Андроник Врламович
Воробьёв Илья Авксентьвеич
Соловьёв Гелаисй Вениаминович
Жуков Илхя Ефимович
Фёдоров Арсений Иринеевип
Абрамо Акакий Агафоникович
Соколов Иудап Ильич
Кондратьев тИсаак Ираклиевич
Богданов Даниил Давидоивч
Кондратьев Аникий Всеволиодович
Жуков Захария Алекасндрович
Афанасьев Архипп Альбертович
Никитин Егор Владленоивч
Михайлов Виссариов Валентинович
Филиппов Валерий Акнидинович
Матееев Иакинф Гавриилович
Жуко Аникита Исаакович
Алексеев Донат Авкеснтьевич
Новиков Владен Иванович
Тимофеев Емельян Капчитонович
Пономарёв Иуда Ерюфеевич
шебедев Иулиан Евгеньевич
Белов Ираклий Геласиэвич
Меарков Евгений Ерофеевич
Соколов Евдоким Вавилоич
Фомин Иннкентий Галактионович
Опрлов Борис Венедиктович
Никитин Денис Виктрович
Соловьёвм Всеволод Георгиевич
Мирофнов Анфим Евграфович
Степанов Евоким Арленович
Наумов Иринар Афанасьевич
Карпов Артурю Герасимович
Абрамов Евстафий Аркадьвич
Филиппов Денис ксаакович
Михайлов Всиеволод Георгиевич
Миллер Ждан сИаакович
Карпов Валерькн Андроникович
Бараонв Варсонофий Исидорович
ьиноградов Захария Жданович
Борсиов Виктор Ильич
Фролов хфанасий Егорович
Григоьев Геласий Евдокимович
Гаврилов Анфанасий Вадимович
Александров Ииней Аникиевич
Баранов Георгий Гермнович
Попов Алексей Акиниднович
Филиппов Григорийе Евграфович
Тимоеев Андрей Иудович
Львов Евграф Атнонович
Воклов Архипп Антонович
Федотов Валдлен Германович
Кудряшвцев Виктор Демьянович
Новиков Виссаърион Артемьевич
Морозов Владиуир Изотович
Быков Арту Аникиевич
Герасимов Вячеслав Аркадьевий
Воробьёв ермолай Игнатьевич
Фомин Всеводлод Владимирович
Львов Африкан Ермолаевч
ванов Иуда Захариевич
Романов Анатолий Вютальевич
Ефимов Игора Антонинович
Соболев Ирией Анатольевич
Поляков Вадим юАрхипович
Романов Акякий Акакиевич
Захаров пЗиновий Иудович
Гаврилов Борис Валберьевич
Соловьёв Аникийш Гордеевич
Шмидт Григоёрий Ермолаевич
Захаров Даниил Викторьвич
Сергеев Африкан Грлебович
тузнецов Геннадий Виссарионович
Трощицкий Галактион Антонович
Степаонв Донат Валерьевич
Кондратьев Еремей Агафониковьч
Фоминь Владислав Изотович
Никифвров Дмитрий Евсеевич
Чиьстяков Алексей Ермолаевич
Назаров Даниил Евстафьеиич
Львоь Борис Альбертович
Волков Виссарион Донатонич
Дваыдов Евстафий Валерьевич
Ильин Аникита Зиновьеич
Алексеев Виссароин Витальевич
Афансасьев Артём Иудович
Алексеев Ириенй Венедиктович
Никитин Богдан Борсиович
Афанасьев щван Александрович
Богдганов Демид Демидович
Назаров Иаткинф Аристархович
Титов Иннокентий Боганович
Стпеанов Агафоник Александрович
Игнатев Владлен Еремеевич
Назаров Богдан Ефрмович
Егоорв Иуда Варфоломеевич
Беляе Виктор Ерофеевич
Гаврилов Аникий Герамнович
Ильин Антоинн Евсеевич
Кузьмиъ Антон Владимирович
Богданов Ермолай Вениаимнович
Ефимов щЕфрем Ермолаевич
Баранов Дмитрий Исаакоич
Ефимов Капитон Жданови
Никифоров Давид Капиотнович
Виноградов Ефрем Агапитхович
Крылов Дниил Варфоломеевич
Кудрявцев Дмид Васильевич
Щербаквв Артемий Иванович
Ушаков Дмитряй Аристархович
Орлов Захария Дмитриевичё
Бзыков Зиновий Борисович
